4.01e+2, 1.48e-1
4.05e+2, 1.56e-1
4.10e+2, 1.52e-1
4.14e+2, 1.49e-1
4.19e+2, 1.46e-1
4.24e+2, 4.76e-2
4.29e+2, 1.39e-1
4.33e+2, 1.36e-1
4.38e+2, 1.32e-1
4.43e+2, 1.29e-1
4.47e+2, 3.24e-2
4.52e+2, 1.09e-1
4.57e+2, 1.31e-1
4.61e+2, 2.45e-1
4.66e+2, 2.41e-1
4.71e+2, 2.38e-1
4.75e+2, 2.35e-1
4.80e+2, 2.31e-1
4.85e+2, 2.28e-1
4.90e+2, 2.25e-1
4.94e+2, 2.21e-1
4.99e+2, 2.18e-1
5.04e+2, 2.15e-1
5.08e+2, 2.11e-1
5.13e+2, 2.08e-1
5.18e+2, 2.05e-1
5.22e+2, 2.01e-1
5.27e+2, 1.34e-1
5.30e+2, 5.45e-1
5.31e+2, 1.56e+0
5.33e+2, 3.31e+0
5.35e+2, 4.50e+0
5.37e+2, 5.43e+0
5.37e+2, 6.83e+0
5.38e+2, 8.40e+0
5.39e+2, 1.01e+1
5.40e+2, 1.16e+1
5.41e+2, 1.35e+1
5.41e+2, 1.49e+1
5.42e+2, 1.67e+1
5.42e+2, 1.84e+1
5.43e+2, 1.99e+1
5.43e+2, 2.20e+1
5.44e+2, 2.41e+1
5.45e+2, 2.58e+1
5.45e+2, 2.75e+1
5.45e+2, 3.00e+1
5.46e+2, 3.31e+1
5.46e+2, 3.16e+1
5.46e+2, 3.52e+1
5.47e+2, 3.62e+1
5.47e+2, 4.00e+1
5.47e+2, 3.82e+1
5.48e+2, 4.16e+1
5.49e+2, 4.34e+1
5.50e+2, 4.69e+1
5.50e+2, 4.54e+1
5.50e+2, 4.82e+1
5.50e+2, 4.98e+1
5.50e+2, 5.15e+1
5.51e+2, 5.38e+1
5.52e+2, 5.52e+1
5.52e+2, 5.71e+1
5.53e+2, 5.98e+1
5.54e+2, 6.26e+1
5.55e+2, 6.50e+1
5.56e+2, 6.73e+1
5.57e+2, 6.94e+1
5.58e+2, 7.15e+1
5.59e+2, 7.40e+1
5.60e+2, 7.70e+1
5.61e+2, 7.95e+1
5.63e+2, 8.15e+1
5.64e+2, 8.34e+1
5.66e+2, 8.52e+1
5.67e+2, 8.68e+1
5.70e+2, 8.75e+1
5.72e+2, 8.88e+1
5.75e+2, 9.02e+1
5.78e+2, 9.02e+1
5.81e+2, 9.04e+1
5.83e+2, 9.02e+1
5.86e+2, 9.00e+1
5.89e+2, 8.99e+1
5.93e+2, 8.96e+1
5.97e+2, 8.92e+1
6.00e+2, 8.89e+1
6.04e+2, 8.96e+1
6.09e+2, 8.97e+1
6.12e+2, 9.12e+1
6.15e+2, 9.18e+1
6.19e+2, 9.18e+1
6.22e+2, 9.29e+1
6.25e+2, 9.38e+1
6.28e+2, 9.42e+1
6.31e+2, 9.43e+1
6.35e+2, 9.42e+1
6.37e+2, 9.50e+1
6.40e+2, 9.53e+1
6.42e+2, 9.48e+1
6.47e+2, 9.53e+1
6.49e+2, 9.55e+1
6.51e+2, 9.44e+1
6.54e+2, 9.46e+1
6.56e+2, 9.44e+1
6.59e+2, 9.38e+1
6.62e+2, 9.38e+1
6.66e+2, 9.35e+1
6.70e+2, 9.36e+1
6.73e+2, 9.29e+1
6.75e+2, 9.23e+1
6.78e+2, 9.11e+1
6.80e+2, 9.08e+1
6.82e+2, 9.02e+1
6.85e+2, 9.14e+1
6.88e+2, 9.14e+1
6.91e+2, 9.05e+1
6.95e+2, 9.04e+1
6.98e+2, 9.08e+1
