3.82e+2, 4.88e-1
3.87e+2, 4.51e-1
3.92e+2, 3.65e-1
3.98e+2, 4.49e-1
4.03e+2, 4.84e-1
4.08e+2, 5.32e-1
4.13e+2, 3.60e-1
4.18e+2, 2.74e-1
4.23e+2, 2.98e-1
4.29e+2, 3.57e-1
4.34e+2, 3.56e-1
4.39e+2, 3.55e-1
4.44e+2, 4.52e-1
4.49e+2, 4.38e-1
4.54e+2, 6.08e-1
4.60e+2, 7.77e-1
4.65e+2, 1.13e+0
4.70e+2, 1.46e+0
4.75e+2, 1.50e+0
4.80e+2, 1.63e+0
4.85e+2, 1.95e+0
4.90e+2, 2.74e+0
4.96e+2, 3.56e+0
5.02e+2, 4.70e+0
5.07e+2, 6.29e+0
5.10e+2, 7.60e+0
5.14e+2, 9.68e+0
5.17e+2, 1.20e+1
5.20e+2, 1.45e+1
5.23e+2, 1.73e+1
5.26e+2, 2.01e+1
5.28e+2, 2.26e+1
5.30e+2, 2.51e+1
5.32e+2, 2.73e+1
5.34e+2, 3.01e+1
5.36e+2, 3.25e+1
5.38e+2, 3.51e+1
5.39e+2, 3.75e+1
5.42e+2, 4.00e+1
5.43e+2, 4.23e+1
5.45e+2, 4.46e+1
5.46e+2, 4.69e+1
5.48e+2, 4.94e+1
5.50e+2, 5.26e+1
5.51e+2, 5.56e+1
5.54e+2, 5.84e+1
5.56e+2, 6.16e+1
5.58e+2, 6.58e+1
5.61e+2, 6.92e+1
5.64e+2, 7.19e+1
5.69e+2, 7.61e+1
5.72e+2, 7.82e+1
5.76e+2, 8.02e+1
5.81e+2, 8.25e+1
5.86e+2, 8.44e+1
5.92e+2, 8.60e+1
5.97e+2, 8.70e+1
6.07e+2, 8.83e+1
6.18e+2, 8.87e+1
6.28e+2, 8.87e+1
6.38e+2, 8.86e+1
6.49e+2, 8.93e+1
6.58e+2, 9.11e+1
6.66e+2, 9.18e+1
6.73e+2, 9.28e+1
6.79e+2, 9.33e+1
6.85e+2, 9.33e+1
6.89e+2, 9.33e+1
6.94e+2, 9.33e+1
7.00e+2, 9.30e+1
7.06e+2, 9.31e+1
7.11e+2, 9.33e+1
7.16e+2, 9.33e+1
7.21e+2, 9.34e+1
7.26e+2, 9.35e+1
7.31e+2, 9.38e+1
7.37e+2, 9.39e+1
7.42e+2, 9.37e+1
7.47e+2, 9.37e+1
7.52e+2, 9.35e+1
7.56e+2, 9.35e+1
7.60e+2, 9.34e+1
7.65e+2, 9.33e+1
7.69e+2, 9.31e+1
7.74e+2, 9.31e+1
7.80e+2, 9.29e+1
